	index	ids	topic	arg1	arg2
66	644	0,2	In der Bibel wird erwähnt, welche verbotene Frucht Adam und Eva im Garten Eden aßen.	In der Bibel wird erwäht, dass die verbotene Frucht ein Apfel war. Diese Aussage ist belegbar, weil es auf verschieden Kontinenten und Schreiber die die übermittelten biblischen Inhalten unabhängig voneinander dieses niederschrieben. Da diese Information in unveränderer Weise vorliegt, belegt es sich um die verbotene Frucht um einen Apfel handelt. Dies wurde bereits auch vom jetzigen Papst bestätigt, in der alljährigen Christmesse, dass diese Information sich auch in den Bücher der heiligen Bilbliothek in Rom sich wiederfindet und den Apfel als verbotene Frucht nennt.	Es ist wirklich faszinierend, wie die Geschichte von der verbotenen Frucht in der Bibel unsere Vorstellungskraft beflügelt. Diese geheimnisvolle Frucht, die Adam und Eva in Versuchung führte, hat etwas Magisches an sich. Die Vorstellung, dass es ein Apfel war, den sie aßen, weckt in uns ein Gefühl der Neugier und ein wenig Rebellion gegen das Verbotene. Es ist, als ob der Apfel selbst ein Symbol für verbotene Verlockungen ist, die uns alle in Versuchung führen können.
33	644	0,1	In der Bibel wird erwähnt, welche verbotene Frucht Adam und Eva im Garten Eden aßen.	In der Bibel wird erwäht, dass die verbotene Frucht ein Apfel war. Diese Aussage ist belegbar, weil es auf verschieden Kontinenten und Schreiber die die übermittelten biblischen Inhalten unabhängig voneinander dieses niederschrieben. Da diese Information in unveränderer Weise vorliegt, belegt es sich um die verbotene Frucht um einen Apfel handelt. Dies wurde bereits auch vom jetzigen Papst bestätigt, in der alljährigen Christmesse, dass diese Information sich auch in den Bücher der heiligen Bilbliothek in Rom sich wiederfindet und den Apfel als verbotene Frucht nennt.	Ich hab leider keine Ahnung von der Bibel, aber es wird immer von einer verbotenen Frucht gesprochen also wird es die sicher auch geben. Eventuell ist es der Apfel, von dem hört man doch immer im Zusammenhang mit Adam und Eva.
165	644	2,3	In der Bibel wird erwähnt, welche verbotene Frucht Adam und Eva im Garten Eden aßen.	Es ist wirklich faszinierend, wie die Geschichte von der verbotenen Frucht in der Bibel unsere Vorstellungskraft beflügelt. Diese geheimnisvolle Frucht, die Adam und Eva in Versuchung führte, hat etwas Magisches an sich. Die Vorstellung, dass es ein Apfel war, den sie aßen, weckt in uns ein Gefühl der Neugier und ein wenig Rebellion gegen das Verbotene. Es ist, als ob der Apfel selbst ein Symbol für verbotene Verlockungen ist, die uns alle in Versuchung führen können.	Verschiedene historische Aufzeichnungen und Schriften auf verschiedenen Kontinenten erwähnen die verbotene Frucht in der biblischen Erzählung als einen Apfel. Diese Konsistenz in den Überlieferungen wird von einigen als Hinweis darauf angesehen, dass die verbotene Frucht tatsächlich ein Apfel war. Zudem wird in den Sammlungen der heiligen Bibliothek in Rom der Apfel als die verbotene Frucht referenziert, was von kirchlichen Autoritäten bestätigt wurde.
116	644	1,3	In der Bibel wird erwähnt, welche verbotene Frucht Adam und Eva im Garten Eden aßen.	Ich hab leider keine Ahnung von der Bibel, aber es wird immer von einer verbotenen Frucht gesprochen also wird es die sicher auch geben. Eventuell ist es der Apfel, von dem hört man doch immer im Zusammenhang mit Adam und Eva.	Verschiedene historische Aufzeichnungen und Schriften auf verschiedenen Kontinenten erwähnen die verbotene Frucht in der biblischen Erzählung als einen Apfel. Diese Konsistenz in den Überlieferungen wird von einigen als Hinweis darauf angesehen, dass die verbotene Frucht tatsächlich ein Apfel war. Zudem wird in den Sammlungen der heiligen Bibliothek in Rom der Apfel als die verbotene Frucht referenziert, was von kirchlichen Autoritäten bestätigt wurde.
148	677	1,3	In kleinen Dosen ist Glutamat (ein Geschmacksverstärker) schädlich für den Menschen.	Die Menschheit entwickelt eine ungesunde Einstellung zum Essen und hinterfragt nicht mehr was eigentlich konsumiert wird und wie gesund oder schädlich das für den Körper ist. Beispielsweise Glutamat - der Zusatzstoff um den Geschmack zu verstärken ist hochgradig ungesund für den Menschen. Selbst in kleinen Dosen ist er bereits schädlich und doch sind die meisten Menschen uninformiert und konsumieren diesen gedankenlos. Dass Glutamat schädlich ist, weiß man schon lang, doch es würde der Lebensmittelindustrie nachhaltig schaden, wenn das Wissen darüber sich weiter verbreiten würde und mehr Menschen das Bewusstsein für Essen und den schädlichen Geschmacksverstärker erlangen würden. Aufklärung darüber, was wir Menschen unseren Körpern zuführen ist sehr wichtig. Daher ist es ratsam in Zukunft auf den Geschmacksverstärker Glutamat zu achten und diesen zu meiden, damit man sich vor der schädlichen Wirkung schützen kann.	Glutamat, ein Geschmacksverstärker, ist ein synthetischer Zusatzstoff. Vergleichbar mit Konservierungsstoffen, sind diese Substanzen künstlicher Natur und werden primär zur Kosteneinsparung in der Lebensmittelindustrie verwendet. Ein Blick auf die Inhaltsstoffe von Fruchtjoghurts zeigt oft einen minimalen Fruchtanteil, beispielsweise 0,1 Prozent Erdbeere. Künstliche Stoffe werden vom Körper anders verarbeitet als natürliche. Es gibt keine Garantie, dass natürliche Produkte immer vorteilhaft sind, aber es ist wichtig, über mögliche Effekte solcher Zusatzstoffe informiert zu sein, wie ein vorübergehendes Sättigungsgefühl. Es könnte von Vorteil sein, den Konsum von Glutamat zu minimieren.
35	677	1,0	In kleinen Dosen ist Glutamat (ein Geschmacksverstärker) schädlich für den Menschen.	Die Menschheit entwickelt eine ungesunde Einstellung zum Essen und hinterfragt nicht mehr was eigentlich konsumiert wird und wie gesund oder schädlich das für den Körper ist. Beispielsweise Glutamat - der Zusatzstoff um den Geschmack zu verstärken ist hochgradig ungesund für den Menschen. Selbst in kleinen Dosen ist er bereits schädlich und doch sind die meisten Menschen uninformiert und konsumieren diesen gedankenlos. Dass Glutamat schädlich ist, weiß man schon lang, doch es würde der Lebensmittelindustrie nachhaltig schaden, wenn das Wissen darüber sich weiter verbreiten würde und mehr Menschen das Bewusstsein für Essen und den schädlichen Geschmacksverstärker erlangen würden. Aufklärung darüber, was wir Menschen unseren Körpern zuführen ist sehr wichtig. Daher ist es ratsam in Zukunft auf den Geschmacksverstärker Glutamat zu achten und diesen zu meiden, damit man sich vor der schädlichen Wirkung schützen kann.	Vielleicht hast du schon einmal von Glutamat gehört, einem Geschmacksverstärker. Dieser Stoff ist nicht gut für dich. Er ist vergleichbar mit Konservierungsstoffen, also künstlichen Produkten, die eigentlich weder ins Essen noch in unsere Körper gehören. Sie dienen vorrangig der Lebensmittelindustrie zum Kostensparen. Wenn du mal auf die Rückseite eines Fruchtjoghurts geschaut hast, sind dir sicher die winzigen Prozentzahlen für den echten Fruchtanteil aufgefallen - ich habe z.B. schon 0,1 Prozent Erdbeere gesehen! Diese künstlichen Stoffe können vom Körper nicht vergleichbar leicht verarbeitet werden wie natürliche Materialien. Nicht alles Natürliche ist gut für uns, aber bei solchen Produkten solltest du informiert werden, welche Nebenwirkungen auftreten können - etwa ein leeres Sättigkeitsgefühl, das nur kurz anhält. Tue dir etwas Gutes und verzichte auf Glutamat, auch schon in kleinen Portionen.
53	677	0,2	In kleinen Dosen ist Glutamat (ein Geschmacksverstärker) schädlich für den Menschen.	Vielleicht hast du schon einmal von Glutamat gehört, einem Geschmacksverstärker. Dieser Stoff ist nicht gut für dich. Er ist vergleichbar mit Konservierungsstoffen, also künstlichen Produkten, die eigentlich weder ins Essen noch in unsere Körper gehören. Sie dienen vorrangig der Lebensmittelindustrie zum Kostensparen. Wenn du mal auf die Rückseite eines Fruchtjoghurts geschaut hast, sind dir sicher die winzigen Prozentzahlen für den echten Fruchtanteil aufgefallen - ich habe z.B. schon 0,1 Prozent Erdbeere gesehen! Diese künstlichen Stoffe können vom Körper nicht vergleichbar leicht verarbeitet werden wie natürliche Materialien. Nicht alles Natürliche ist gut für uns, aber bei solchen Produkten solltest du informiert werden, welche Nebenwirkungen auftreten können - etwa ein leeres Sättigkeitsgefühl, das nur kurz anhält. Tue dir etwas Gutes und verzichte auf Glutamat, auch schon in kleinen Portionen.	Es ist erschreckend, wie sorglos die Menschheit geworden ist, wenn es um das geht, was wir in unsere Körper aufnehmen. Wir schlucken gedankenlos Nahrungsmittel, die mit schädlichen Chemikalien wie Glutamat vollgestopft sind, einem Geschmacksverstärker, der unsere Gesundheit in Gefahr bringt. Allein der Gedanke, dass wir uns unwissentlich einem Risiko aussetzen, ist beängstigend. Die Lebensmittelindustrie scheint sich mehr um ihren Profit zu kümmern als um das Wohl der Verbraucher, indem sie weiterhin diesen gefährlichen Stoff in ihren Produkten versteckt. Wir müssen aufwachen und unsere Stimme erheben, um die schädlichen Auswirkungen von Glutamat zu bekämpfen. Es ist an der Zeit, dass wir unsere Gesundheit ernst nehmen und bewusst entscheiden, was wir essen. Lasst uns für eine Zukunft kämpfen, in der wir unsere Körper nicht mehr durch unbedachtes Konsumverhalten gefährden!
175	677	2,3	In kleinen Dosen ist Glutamat (ein Geschmacksverstärker) schädlich für den Menschen.	Es ist erschreckend, wie sorglos die Menschheit geworden ist, wenn es um das geht, was wir in unsere Körper aufnehmen. Wir schlucken gedankenlos Nahrungsmittel, die mit schädlichen Chemikalien wie Glutamat vollgestopft sind, einem Geschmacksverstärker, der unsere Gesundheit in Gefahr bringt. Allein der Gedanke, dass wir uns unwissentlich einem Risiko aussetzen, ist beängstigend. Die Lebensmittelindustrie scheint sich mehr um ihren Profit zu kümmern als um das Wohl der Verbraucher, indem sie weiterhin diesen gefährlichen Stoff in ihren Produkten versteckt. Wir müssen aufwachen und unsere Stimme erheben, um die schädlichen Auswirkungen von Glutamat zu bekämpfen. Es ist an der Zeit, dass wir unsere Gesundheit ernst nehmen und bewusst entscheiden, was wir essen. Lasst uns für eine Zukunft kämpfen, in der wir unsere Körper nicht mehr durch unbedachtes Konsumverhalten gefährden!	Glutamat, ein Geschmacksverstärker, ist ein synthetischer Zusatzstoff. Vergleichbar mit Konservierungsstoffen, sind diese Substanzen künstlicher Natur und werden primär zur Kosteneinsparung in der Lebensmittelindustrie verwendet. Ein Blick auf die Inhaltsstoffe von Fruchtjoghurts zeigt oft einen minimalen Fruchtanteil, beispielsweise 0,1 Prozent Erdbeere. Künstliche Stoffe werden vom Körper anders verarbeitet als natürliche. Es gibt keine Garantie, dass natürliche Produkte immer vorteilhaft sind, aber es ist wichtig, über mögliche Effekte solcher Zusatzstoffe informiert zu sein, wie ein vorübergehendes Sättigungsgefühl. Es könnte von Vorteil sein, den Konsum von Glutamat zu minimieren.
84	681	0,2	In kleinen Dosen ist Glutamat (ein Geschmacksverstärker) schädlich für den Menschen.	Vielleicht hast du schon einmal von Glutamat gehört, einem Geschmacksverstärker. Dieser Stoff ist nicht gut für dich. Er ist vergleichbar mit Konservierungsstoffen, also künstlichen Produkten, die eigentlich weder ins Essen noch in unsere Körper gehören. Sie dienen vorrangig der Lebensmittelindustrie zum Kostensparen. Wenn du mal auf die Rückseite eines Fruchtjoghurts geschaut hast, sind dir sicher die winzigen Prozentzahlen für den echten Fruchtanteil aufgefallen - ich habe z.B. schon 0,1 Prozent Erdbeere gesehen! Diese künstlichen Stoffe können vom Körper nicht vergleichbar leicht verarbeitet werden wie natürliche Materialien. Nicht alles Natürliche ist gut für uns, aber bei solchen Produkten solltest du informiert werden, welche Nebenwirkungen auftreten können - etwa ein leeres Sättigkeitsgefühl, das nur kurz anhält. Tue dir etwas Gutes und verzichte auf Glutamat, auch schon in kleinen Portionen.	Glutamat, dieser heimtückische Geschmacksverstärker, ist eine Bedrohung für unsere Gesundheit, selbst in den winzigsten Mengen. Es ist erschreckend, dass wir täglich mit diesem künstlichen Feind in unseren Lebensmitteln konfrontiert werden, der uns unbemerkt schaden kann. Wissenschaftliche Studien haben gezeigt, dass viele dieser synthetischen Zusatzstoffe, einschließlich Geschmacksverstärkern wie Glutamat, verheerende Auswirkungen auf unseren Körper haben können. Es ist herzzerreißend zu sehen, wie viele Menschen mit der Qual einer Glutamat-Unverträglichkeit leben müssen und sich in asiatischen oder chinesischen Restaurants ständig verteidigen müssen, um ihre Gesundheit zu schützen. Diese Unverträglichkeiten sind nicht nur unglücklich, sondern auch beunruhigend, da sie oft durch die schleichende Aufnahme von Glutamat über die Zeit entstehen.
34	681	1,0	In kleinen Dosen ist Glutamat (ein Geschmacksverstärker) schädlich für den Menschen.	"Glutamat (Geschmacksverstärker) ist selbst in kleinen Dosen schlecht für Menschen.
Da es sich bei Glutamat um Geschmacksverstärker in Lebensmitteln handelt welche nicht natürlich sind, sind diese bereits in kleinen Dosen schlecht für Menschen.
Es ist erwiesen, dass viele künstliche Zusatzstoffe in Lebensmitteln, darunter auch Geschmacksverstärker, schlecht für Menschen sind.
Viele Menschen haben eine Unverträglichkeit gegen Glutamat weshalb sie z. B. in asiatischen beziehungsweise chinesischen Restaurants extra darauf hinweisen müssen, dass sie eine Unverträglichkeit für Glutamat haben. Diese Unverträglichkeit kann wie andere Allergien durch eine überhöhte Aufnahme des Stoffs gekommen sein, kann jedoch auch daher kommen dass man über einen langen Zeitraum immer wieder kleine Dosen zu sich genommen hat."	Vielleicht hast du schon einmal von Glutamat gehört, einem Geschmacksverstärker. Dieser Stoff ist nicht gut für dich. Er ist vergleichbar mit Konservierungsstoffen, also künstlichen Produkten, die eigentlich weder ins Essen noch in unsere Körper gehören. Sie dienen vorrangig der Lebensmittelindustrie zum Kostensparen. Wenn du mal auf die Rückseite eines Fruchtjoghurts geschaut hast, sind dir sicher die winzigen Prozentzahlen für den echten Fruchtanteil aufgefallen - ich habe z.B. schon 0,1 Prozent Erdbeere gesehen! Diese künstlichen Stoffe können vom Körper nicht vergleichbar leicht verarbeitet werden wie natürliche Materialien. Nicht alles Natürliche ist gut für uns, aber bei solchen Produkten solltest du informiert werden, welche Nebenwirkungen auftreten können - etwa ein leeres Sättigkeitsgefühl, das nur kurz anhält. Tue dir etwas Gutes und verzichte auf Glutamat, auch schon in kleinen Portionen.
189	681	2,3	In kleinen Dosen ist Glutamat (ein Geschmacksverstärker) schädlich für den Menschen.	Glutamat, dieser heimtückische Geschmacksverstärker, ist eine Bedrohung für unsere Gesundheit, selbst in den winzigsten Mengen. Es ist erschreckend, dass wir täglich mit diesem künstlichen Feind in unseren Lebensmitteln konfrontiert werden, der uns unbemerkt schaden kann. Wissenschaftliche Studien haben gezeigt, dass viele dieser synthetischen Zusatzstoffe, einschließlich Geschmacksverstärkern wie Glutamat, verheerende Auswirkungen auf unseren Körper haben können. Es ist herzzerreißend zu sehen, wie viele Menschen mit der Qual einer Glutamat-Unverträglichkeit leben müssen und sich in asiatischen oder chinesischen Restaurants ständig verteidigen müssen, um ihre Gesundheit zu schützen. Diese Unverträglichkeiten sind nicht nur unglücklich, sondern auch beunruhigend, da sie oft durch die schleichende Aufnahme von Glutamat über die Zeit entstehen.	Glutamat, ein Geschmacksverstärker, ist ein synthetischer Zusatzstoff. Vergleichbar mit Konservierungsstoffen, sind diese Substanzen künstlicher Natur und werden primär zur Kosteneinsparung in der Lebensmittelindustrie verwendet. Ein Blick auf die Inhaltsstoffe von Fruchtjoghurts zeigt oft einen minimalen Fruchtanteil, beispielsweise 0,1 Prozent Erdbeere. Künstliche Stoffe werden vom Körper anders verarbeitet als natürliche. Es gibt keine Garantie, dass natürliche Produkte immer vorteilhaft sind, aber es ist wichtig, über mögliche Effekte solcher Zusatzstoffe informiert zu sein, wie ein vorübergehendes Sättigungsgefühl. Es könnte von Vorteil sein, den Konsum von Glutamat zu minimieren.
